turn_deg,speed,a_lat,gates_seq_mean,gates_seq_spread,gates_flown_mean,gates_flown_spread,fit_seq_spread,fit_flown_spread,tracking_err,clip_lo
90.0,3.6,7.65921182219754,14.0,0.0,15.0,0.0,0.004623904031632264,0.004750946235049014,0.2625574784182747,0.0011749859278620347
90.0,3.7,8.09063347576268,14.0,0.0,15.0,0.0,0.0075245848791780645,0.008173446775415982,0.2936009894096105,0.0011963843924525906
90.0,3.8,8.53387490065837,14.0,0.0,15.0,0.0,0.011999644564710366,0.014517067783316406,0.3338223963196032,0.0012157799207776555
90.0,3.9,8.988936096884613,9.444444444444445,2.666666666666667,15.0,0.0,17.81041698332178,0.022636502110643164,0.38735326929617764,0.007361438521137177
