omega_n,zeta,omega_n_att,ratio,max_speed,tracking_err,saturation_lo,n_rollouts,monotone
2.0,1.0,24.0,12.0,8.4375,0.5170513773739472,0.19214586255259467,8,1
2.6,1.0,24.0,9.23076923076923,7.875,0.4775004189643929,0.17635135135135135,8,1
3.2,1.0,24.0,7.5,7.59375,0.4879383311978145,0.16303630363036303,8,1
4.0,1.0,24.0,6.0,7.5,0.5626180174497256,0.18051948051948052,8,1
