I_xy,misalignment_deg,diag_wn_min,diag_wn_max
0.0,0.0,24.0,24.0
1e-06,5.140441664404747,23.993238495802483,24.006767223774084
1e-05,30.565806218902303,23.93264101555277,24.06793095522407
0.0001,43.422210421763054,23.35088129774059,24.706447323199953
0.00031,44.490574085946214,22.14314213676294,26.41906430045352
